Generation,AverageFitness,BestFitness
0,0.7099513416224156,0.6511755220264197
1,0.696559620739475,0.6417759672164918
2,0.6875730218273249,0.6306413094907999
3,0.6811521827251407,0.6217592977553605
4,0.6746159477768396,0.6217592977553605
5,0.6672575401620371,0.6195017602682114
6,0.6610634286970003,0.6067612890005112
7,0.6579278939405595,0.5990703976899385
8,0.6500661179249151,0.5976177535623312
9,0.6438868802831034,0.5960497271120547
10,0.6367809997466493,0.5898890602588653
11,0.6265447229840443,0.5846108689576387
12,0.6213846258396085,0.5792172934710978
13,0.6115405885889761,0.5692708521932365
14,0.5995670061022216,0.5588237142592669
15,0.5889790759653089,0.5450517239451409
16,0.5778546992902688,0.5412639713138342
17,0.5718547236024675,0.5412639713138342
18,0.5671050291626862,0.5364088646739721
19,0.5594396181316544,0.531780407935381
20,0.5528350565781467,0.5291081866443157
21,0.5505279535028273,0.5243937319546937
22,0.5432975612294016,0.5183966303437948
23,0.5451184238241492,0.5168664114743471
24,0.543109767745155,0.5141828592717648
25,0.5376518444444117,0.5107455136448145
26,0.5341360999645894,0.5092153078138828
27,0.5324484975095156,0.5051631163269281
28,0.5289148350563417,0.5051631163269281
29,0.5227833037347512,0.5028300027936697
30,0.5197562436919049,0.5020648803204298
31,0.5155748458564006,0.501299770885706
32,0.5159695355275774,0.500534659588337
33,0.5130388402234276,0.4985037571012974
34,0.5125100912768202,0.4967091068267823
35,0.5115981253347589,0.49666931917667395
36,0.5092436573492779,0.4959439992547036
37,0.5091923811976264,0.4959439992547036
38,0.506988366098393,0.4959439992547036
39,0.5072695657891942,0.4959439992547036
40,0.5067832465603607,0.4959439992547036
41,0.5083072388822039,0.4959439992547036
42,0.5113322758236307,0.4959439992547036
43,0.5071133559428291,0.4959439992547036
44,0.5061347894903737,0.4959439992547036
45,0.5070167702187078,0.4959439992547036
46,0.5078681237550692,0.4959439992547036
47,0.5071053238444763,0.4959439992547036
48,0.510109356933804,0.4959439992547036
49,0.5083637939013022,0.4959439992547036
