Generation,AverageFitness,BestFitness
0,0.7085813350470271,0.6090944248855114
1,0.6930492593163708,0.6090944248855114
2,0.6850704059234116,0.6090944248855114
3,0.6771531885293639,0.5923533277451991
4,0.6713859059103826,0.5908231032878161
5,0.6637636662456853,0.5899553301662207
6,0.6589579821551431,0.589201527428627
7,0.6490678751122045,0.5372977721899748
8,0.6465548628406264,0.5343400204896926
9,0.6386291378261969,0.5343400204896926
10,0.631993932422438,0.5213218031108379
11,0.6240544353878671,0.5213218031108379
12,0.6226822526515465,0.5209002272516489
13,0.6160921204805605,0.5209002272516489
14,0.6098084524205979,0.5134177461117506
15,0.5977020439936572,0.5088270950913429
16,0.5826415409965394,0.5088270950913429
17,0.5750299820992534,0.5020324448168277
18,0.5695141368631571,0.5005022222220897
19,0.5694900579062788,0.48961025612354275
20,0.5581465887007475,0.4803429300546646
21,0.5557307419167097,0.4803429300546646
22,0.5387957873893857,0.4803429300546646
23,0.5404850612628899,0.4803429300546646
24,0.5330950149613185,0.4803429300546646
25,0.5306610861804828,0.4803429300546646
26,0.5261849417602521,0.4803429300546646
27,0.5260930944621002,0.4803429300546646
28,0.518030317209617,0.4803429300546646
29,0.5162900328322447,0.4803429300546646
30,0.5131628711371578,0.4707120108038187
31,0.513250986253134,0.4707120108038187
32,0.5083280262904091,0.4707120108038187
33,0.5111645875011669,0.4707120108038187
34,0.504446666655462,0.4707120108038187
35,0.5106164397894766,0.4642755937412381
36,0.5023228719791234,0.4642755937412381
37,0.5041031712042015,0.4642755937412381
38,0.5030471536499777,0.4469822483003139
39,0.5068415416093986,0.4469822483003139
40,0.49693741328679,0.4469822483003139
41,0.4979077795232201,0.4469822483003139
42,0.5021020392810465,0.44697688460499047
43,0.5069851542162694,0.44045799199044705
44,0.5113470420583048,0.44045799199044705
45,0.4976126158144722,0.4329271640121937
46,0.5031251975877801,0.4329271640121937
47,0.49589028731675844,0.42947069386243825
48,0.5177161091049587,0.42947069386243825
49,0.5203889804340189,0.42947069386243825
