Generation,AverageFitness,BestFitness
0,0.7096849256589496,0.6436104125916957
1,0.6956767807692859,0.6367622073203325
2,0.6869583566955186,0.6266919605106116
3,0.6773623777032647,0.6153390872687101
4,0.669148723129342,0.6052688609480859
5,0.6584535910663942,0.5983828629970551
6,0.6350654757976815,0.5846968538701534
7,0.6173088884716139,0.5738615218400954
8,0.6024269458917665,0.5631877600818873
9,0.5930672107813824,0.5601273186177016
10,0.5849982423879906,0.5540064226508141
11,0.5757706298817029,0.5420290732979774
12,0.5688368370196271,0.5394315283596516
13,0.5635899231256176,0.5391273074418306
14,0.557009860102437,0.5339331247091292
15,0.5510705889391639,0.526120434013009
16,0.5475192360920179,0.5241671025425195
17,0.5437975985135238,0.5154088777124881
18,0.5370590698444518,0.51035730651021
19,0.5305026663909769,0.501978882369399
20,0.5253413881791689,0.5012137766599655
21,0.5246326492017834,0.49815332588255407
22,0.5200733384110606,0.4965853087455035
23,0.5154778870223978,0.4951788842320443
24,0.5139925048746858,0.4932206631273032
25,0.5097221257669123,0.49016021980047236
26,0.5058993647051598,0.4896993126571179
27,0.5070556945701269,0.4889342050850392
28,0.5048057180589642,0.4879886746764183
29,0.5034311626337853,0.4870270895034075
30,0.5015810491980229,0.4870270895034075
31,0.5020180618049482,0.48663886933028705
32,0.49971901766596377,0.4866388674676419
33,0.5021928184408299,0.4866388674676419
34,0.5036553568146394,0.4866388674676419
35,0.4982890651801502,0.4823126255005598
36,0.5012829297941543,0.4823126255005598
37,0.5007699418720282,0.4823126255005598
38,0.4954503047443305,0.4823126255005598
39,0.49725824578186073,0.4823126255005598
40,0.49875991273163894,0.4801410878270865
41,0.4938519313886077,0.4760511073857547
42,0.4984348693563855,0.4760511073857547
43,0.4951686170326515,0.4760511073857547
44,0.4946915466927235,0.4760511073857547
45,0.49259964703365094,0.4760511073857547
46,0.4911283199628013,0.4760511073857547
47,0.49307608683995174,0.4760511073857547
48,0.49046217477513704,0.4760511073857547
49,0.49248161907801224,0.4760511073857547
