Generation,AverageFitness,BestFitness
0,0.7119499776229762,0.5999796521306038
1,0.6893542664025193,0.5658431034922601
2,0.6732439180553949,0.5409708243221044
3,0.6381430665757463,0.5050701410144568
4,0.59341151133829,0.4902075003087521
5,0.5535446403908302,0.44067576903998856
6,0.5178408255499147,0.387797864638269
7,0.48300785088603126,0.3255485939249396
8,0.4472950817318549,0.3255485939249396
9,0.40897347103269477,0.2860573036983609
10,0.3711853581518091,0.2400623841464519
11,0.33246615532455553,0.21697776960283519
12,0.30272653698818197,0.20335929308533665
13,0.27650196038540603,0.17337616738304498
14,0.2502651562660221,0.16087630311325193
15,0.23088271634324134,0.13115234221667055
16,0.20921066142026754,0.12980830770507457
17,0.18634494739160762,0.11730414849743247
18,0.18620808941394512,0.11371968784481289
19,0.16486274587834945,0.10826425200589
20,0.15744328535575589,0.09942703426256776
21,0.15805301928156543,0.09942703426256776
22,0.15084843230853792,0.09942703426256776
23,0.1463109817706596,0.09942703426256776
24,0.13806077797085203,0.09942703426256776
25,0.1439895445148439,0.09942703426256776
26,0.14261211102490332,0.09942703426256776
27,0.14240186778590339,0.09942703426256776
28,0.14377286064646225,0.09942703426256776
29,0.13179576813023033,0.09942703426256776
30,0.14150281825956237,0.09942703426256776
31,0.13329373885488083,0.09942703426256776
32,0.14489877755264755,0.09942703426256776
33,0.14058015467781568,0.09942703426256776
34,0.13985971093922162,0.09942703426256776
35,0.14776023220742024,0.09942703426256776
36,0.1330877058601508,0.09942703426256776
37,0.1339875279513554,0.09942703426256776
38,0.13618454435812916,0.09942703426256776
39,0.13992916840867528,0.09942703426256776
40,0.1364468367272123,0.09942703426256776
41,0.14109787751424072,0.09942703426256776
42,0.15136958949038612,0.09942703426256776
43,0.13290125670399017,0.09942703426256776
44,0.13688941842438657,0.09942703426256776
45,0.14360547800640433,0.09942703426256776
46,0.14046241940268034,0.09942703426256776
47,0.1377656500739216,0.09942703426256776
48,0.1491224054287653,0.09942703426256776
49,0.14205200760091438,0.09942703426256776
