Generation,AverageFitness,BestFitness
0,0.711862540602401,0.6125906348586083
1,0.6912778216586023,0.52515689650774
2,0.6681014567817903,0.52515689650774
3,0.6276252378582797,0.47777082432210455
4,0.5845219249066136,0.43680348614454273
5,0.5412953553171453,0.43144230401217937
6,0.49955969561083663,0.37925140141844754
7,0.4637662486630862,0.33453118927925823
8,0.4301110795638981,0.2881828565701842
9,0.39350802119901834,0.2705086948722601
10,0.3615555819318076,0.24647416356056925
11,0.3312743604962331,0.2209020052194595
12,0.30036154534012527,0.20530790144577624
13,0.28108377593036143,0.19850788933858274
14,0.2690634894798963,0.18405327696129678
15,0.2487128509636968,0.18308327028006313
16,0.24745544963522545,0.16535046946778895
17,0.22398615087028156,0.14890093427896497
18,0.2112218971616923,0.14350493959560992
19,0.20569671752907928,0.13659169974550606
20,0.18597887255968254,0.13145676496848466
21,0.1819899487383838,0.13145676496848466
22,0.17632253118531302,0.13145676496848466
23,0.170264304800809,0.12647068393528463
24,0.17361671862354489,0.12647068393528463
25,0.1735015000879886,0.12647068393528463
26,0.16071497448010733,0.12647068393528463
27,0.16684616652853182,0.12647068393528463
28,0.16614800053275505,0.12647068393528463
29,0.16101343020851294,0.12647068393528463
30,0.16975628435992582,0.12647068393528463
31,0.16499309713949978,0.12647068393528463
32,0.16017033926842342,0.12647068393528463
33,0.17013958978656293,0.12647068393528463
34,0.16641760496739133,0.12647068393528463
35,0.16895725198632766,0.12647068393528463
36,0.1686332933218446,0.12647068393528463
37,0.1620287115650658,0.12647068393528463
38,0.1696454505172668,0.12647068393528463
39,0.16999521606791138,0.12647068393528463
40,0.15949005719481246,0.12647068393528463
41,0.15858007652482664,0.12647068393528463
42,0.16912017488743933,0.12647068393528463
43,0.16988853215692173,0.12647068393528463
44,0.16146969373950265,0.12647068393528463
45,0.16688784252432862,0.12647068393528463
46,0.16408663392281145,0.12647068393528463
47,0.16511950146563711,0.12647068393528463
48,0.16644067527276407,0.12647068393528463
49,0.1672294917843318,0.12647068393528463
