Generation,AverageFitness,BestFitness
0,0.714010999193066,0.5874058901727199
1,0.6865142493140379,0.5633095073908568
2,0.6617817582431178,0.5448117710322142
3,0.6181935726379708,0.4686439011096955
4,0.5753820637135887,0.4426321310088039
5,0.5314181698009185,0.3975560988903046
6,0.485423036986157,0.35915315194129943
7,0.4519790421405848,0.316071214748919
8,0.41293288985193904,0.3011236945584416
9,0.38176679645659883,0.27334003105759624
10,0.35423898115285607,0.23867898093014955
11,0.32408934221994984,0.22275207820683718
12,0.3026641896523932,0.21830254627764226
13,0.28393396798820025,0.20373601223677396
14,0.26372742331433585,0.1955970563106239
15,0.2476110362960071,0.18005702665001155
16,0.235510899277982,0.17027764365151526
17,0.2264460858083378,0.17027764365151526
18,0.21346680668912626,0.15820347729697826
19,0.20845280329609406,0.15462221456468106
20,0.19566454340350012,0.14811085165441037
21,0.19893043152747164,0.14213921574503185
22,0.1909545438700128,0.13470093614161016
23,0.19233649526189503,0.13470093614161016
24,0.18655572360025374,0.13470093614161016
25,0.17385704449317002,0.13470093614161016
26,0.17161396643665838,0.13470093614161016
27,0.17395725059861955,0.13470093614161016
28,0.17215947029788317,0.13470093614161016
29,0.17633975823605547,0.13470093614161016
30,0.16923062625707513,0.13470093614161016
31,0.1695641915888791,0.13470093614161016
32,0.16903592000627793,0.13470093614161016
33,0.1688845375152316,0.13470093614161016
34,0.18122659830365745,0.13470093614161016
35,0.16426683184924482,0.13470093614161016
36,0.1803125952892078,0.13470093614161016
37,0.1746384722488631,0.13470093614161016
38,0.1682855375277845,0.13470093614161016
39,0.17303430485012944,0.13470093614161016
40,0.1779348983760779,0.13470093614161016
41,0.16422115938478166,0.13470093614161016
42,0.1827741047993926,0.13470093614161016
43,0.17436627248493328,0.13470093614161016
44,0.17578371753845404,0.13470093614161016
45,0.17629847492993966,0.13470093614161016
46,0.17641525324011476,0.13470093614161016
47,0.18180725031646924,0.13470093614161016
48,0.173960662738901,0.13470093614161016
49,0.17158289401315344,0.13470093614161016
