Generation,AverageFitness,BestFitness
0,0.7134780995369666,0.6128409653365612
1,0.6931742824982914,0.5800431034922601
2,0.669621759807659,0.538255700081587
3,0.6367575417706861,0.4900701540529729
4,0.5953458520193302,0.4476746925115586
5,0.5483249794747737,0.4229911740541458
6,0.500765400836733,0.3616795061558485
7,0.4663388846024364,0.3413311846226454
8,0.4286679435009239,0.2939692132547498
9,0.3901494209844087,0.25277992359101764
10,0.3519041285640818,0.22360348055660723
11,0.3221580928375182,0.21436974872499703
12,0.29379716804687334,0.19683695024102923
13,0.2656267165998204,0.15685086082592606
14,0.2419860426615999,0.14391057926267387
15,0.23374789358014755,0.13611486581861973
16,0.21071013984477274,0.12709666262418032
17,0.19101091777873436,0.12016305581256746
18,0.17543247441876317,0.11815502701848744
19,0.15913517635231125,0.11760240728780628
20,0.15515197078445678,0.10884231402389706
21,0.1562790171046166,0.10610683586038648
22,0.14235530431516152,0.10610683586038648
23,0.15559282113710238,0.10610683586038648
24,0.14129524717731914,0.10610683586038648
25,0.1495084624749883,0.10610683586038648
26,0.14065340173823082,0.10610683586038648
27,0.14490695356500072,0.10610683586038648
28,0.1394925386756762,0.10610683586038648
29,0.14861321616284534,0.10610683586038648
30,0.1454945996750466,0.10610683586038648
31,0.15378935140957523,0.10610683586038648
32,0.14323944956039258,0.10610683586038648
33,0.14221148624241267,0.10610683586038648
34,0.13814576487413713,0.10610683586038648
35,0.14702524695845834,0.10610683586038648
36,0.14884770748522264,0.10610683586038648
37,0.13696798553118542,0.10610683586038648
38,0.14548217263843563,0.10610683586038648
39,0.15028903072529573,0.10610683586038648
40,0.14438789053502216,0.10610683586038648
41,0.13988771028690547,0.10610683586038648
42,0.1394154465505994,0.10610683586038648
43,0.14720421206625903,0.10610683586038648
44,0.14179495949242626,0.10610683586038648
45,0.14567060859922673,0.10610683586038648
46,0.14711833391835674,0.10610683586038648
47,0.15036912297379287,0.10610683586038648
48,0.1371768740411698,0.10610683586038648
49,0.13854819476827,0.10610683586038648
